iter	Passed	Remaining
1659	327028	66981
1660	327234	66786
1661	327440	66591
1662	327649	66396
1663	327842	66198
1664	328031	66000
1665	328236	65804
1666	328541	65629
1667	328770	65438
1668	329007	65249
1669	329462	65103
1670	329788	64931
1671	329998	64736
1672	330264	64552
1673	330491	64360
1674	330721	64169
1675	330947	63977
1676	331177	63786
1677	331388	63591
1678	331602	63397
1679	331829	63205
1680	332081	63018
1681	332306	62826
1682	332495	62626
1683	332717	62433
1684	332927	62238
1685	333134	62042
1686	333358	61850
1687	333562	61653
1688	333772	61458
1689	333975	61261
1690	334178	61065
1691	334367	60866
1692	334574	60669
1693	334772	60472
1694	335005	60281
1695	335213	60085
1696	335402	59886
1697	335591	59687
1698	335804	59492
1699	336030	59299
1700	336251	59105
1701	336460	58910
1702	336695	58719
1703	336893	58521
1704	337339	58366
1705	337635	58185
1706	337871	57994
1707	338095	57800
1708	338370	57615
1709	338585	57420
1710	338805	57226
1711	339138	57051
1712	339356	56856
1713	339581	56663
1714	339817	56471
1715	340036	56276
1716	340242	56079
1717	340476	55887
1718	340698	55693
1719	340927	55499
1720	341161	55307
1721	341417	55118
1722	341716	54936
1723	341946	54743
1724	342217	54556
1725	342597	54386
1726	342900	54204
1727	343139	54012
1728	343380	53820
1729	343590	53624
1730	343823	53430
1731	344143	53250
1732	344539	53082
1733	344819	52896
1734	345195	52724
1735	345449	52533
1736	345652	52335
1737	345860	52137
1738	346073	51940
1739	346311	51747
1740	346588	51560
1741	346850	51370
1742	347134	51183
1743	347357	50988
1744	347567	50790
1745	347828	50600
1746	348052	50404
1747	348272	50208
1748	348491	50012
1749	348922	49846
1750	349195	49657
1751	349434	49463
1752	349673	49269
1753	349888	49072
1754	350142	48880
1755	350366	48684
1756	350570	48485
1757	350753	48283
1758	350968	48086
1759	351184	47888
1760	351425	47694
1761	351636	47496
1762	351824	47295
1763	352021	47095
1764	352213	46895
1765	352423	46697
1766	352647	46500
1767	352909	46309
1768	353149	46115
1769	353362	45917
1770	353564	45717
1771	353790	45521
1772	354010	45324
1773	354255	45130
1774	354507	44937
1775	354716	44738
1776	354914	44539
1777	355114	44339
1778	355325	44140
1779	355541	43943
1780	355750	43744
1781	355977	43548
1782	356203	43351
1783	356522	43166
1784	356865	42983
1785	357143	42793
1786	357389	42598
1787	357632	42403
1788	357855	42206
1789	358075	42008
1790	358278	41809
1791	358475	41608
1792	358681	41409
1793	359064	41230
1794	359287	41032
1795	359510	40835
1796	359699	40633
1797	359908	40434
1798	360094	40232
1799	360296	40032
1800	360508	39834
1801	360725	39635
1802	360929	39435
1803	361139	39236
1804	361431	39046
1805	361618	38844
1806	361804	38643
1807	362010	38443
1808	362237	38246
1809	362460	38048
1810	362682	37850
1811	362896	37651
1812	363096	37451
1813	363401	37261
1814	363840	37085
1815	364136	36894
1816	364353	36696
1817	364572	36497
1818	364793	36298
1819	365009	36099
1820	365220	35900
1821	365428	35700
1822	365636	35500
1823	365827	35299
1824	366012	35097
1825	366233	34898
1826	366424	34696
1827	366628	34496
1828	366822	34295
1829	367036	34096
1830	367246	33896
1831	367460	33697
1832	367656	33496
1833	367856	33295
1834	368049	33094
1835	368234	32892
1836	368545	32701
1837	368763	32502
1838	368963	32301
1839	369158	32100
1840	369360	31900
1841	369710	31712
1842	370083	31526
1843	370317	31328
1844	370532	31128
1845	370737	30928
1846	370951	30728
1847	371166	30528
1848	371356	30327
1849	371571	30127
1850	371810	29929
1851	372052	29732
1852	372301	29535
1853	372552	29338
1854	372821	29142
1855	373096	28947
1856	373319	28747
1857	373562	28549
1858	373808	28352
1859	374028	28152
1860	374246	27952
1861	374441	27751
1862	374697	27554
1863	374962	27357
1864	375188	27158
1865	375406	26958
1866	375596	26756
1867	375787	26554
1868	375978	26352
1869	376188	26152
1870	376416	25952
1871	376641	25753
1872	376884	25554
1873	377320	25369
1874	377797	25186
1875	378088	24990
1876	378318	24791
1877	378528	24590
1878	378708	24387
1879	379000	24191
1880	379247	23992
1881	379499	23794
1882	379718	23593
1883	379932	23392
1884	380141	23191
1885	380317	22988
1886	380496	22785
1887	380693	22583
1888	380891	22381
1889	381092	22179
1890	381289	21978
1891	381490	21776
1892	381684	21574
1893	381879	21372
1894	382077	21170
1895	382292	20969
1896	382521	20769
1897	382840	20574
1898	383042	20372
1899	383432	20180
1900	383844	19989
1901	384415	19806
1902	384755	19611
1903	385027	19413
1904	385266	19212
1905	385492	19011
1906	385697	18809
1907	385928	18608
1908	386186	18409
1909	386424	18208
1910	386640	18006
1911	386861	17805
1912	387112	17605
1913	387400	17406
1914	387639	17205
1915	387926	17007
1916	388237	16809
1917	388685	16617
1918	389012	16420
1919	389350	16222
1920	389738	16027
1921	390177	15834
1922	390644	15642
1923	390961	15443
1924	391267	15244
1925	391607	15046
1926	391886	14845
1927	392113	14643
1928	392399	14442
1929	392658	14241
1930	393004	14043
1931	393336	13844
1932	393566	13641
1933	393803	13439
1934	394046	13236
1935	394290	13034
1936	394556	12832
1937	394784	12629
1938	395000	12426
1939	395303	12225
1940	395538	12023
1941	395745	11819
1942	395972	11616
1943	396359	11417
1944	396656	11216
1945	396900	11013
1946	397155	10811
1947	397389	10607
1948	397627	10404
1949	397860	10201
1950	398052	9997
1951	398260	9793
1952	398451	9588
1953	398677	9385
1954	398931	9182
1955	399187	8979
1956	399392	8775
1957	399586	8571
1958	399774	8366
1959	400046	8164
1960	400245	7960
1961	400461	7756
1962	400759	7553
1963	401003	7350
1964	401254	7147
1965	401462	6942
1966	401696	6739
1967	401927	6535
1968	402255	6333
1969	402478	6129
1970	402713	5925
1971	403217	5725
1972	403579	5522
1973	403792	5318
1974	404061	5114
1975	404338	4910
1976	404546	4706
1977	404746	4501
1978	404972	4297
1979	405184	4092
1980	405498	3889
1981	405726	3684
1982	405956	3480
1983	406218	3275
1984	406511	3071
1985	406788	2867
1986	407064	2663
1987	407371	2458
1988	407619	2254
1989	407850	2049
1990	408080	1844
1991	408271	1639
1992	408518	1434
1993	408791	1230
1994	409027	1025
1995	409381	820
1996	409811	615
1997	410087	410
1998	410401	205
1999	410654	0
